free=1, 3343668
free=1; genre=Word, 13738
free=1; genre=Card, 10894
free=1; genre=Dating, 9461
free=1; genre=Weather, 9287
free=1; genre=House & Home, 8889
free=0; genre=Tools, 8809
free=0; genre=Books & Reference, 8671
free=1; genre=Casino, 8121
free=1; genre=Music, 7341
free=1; genre=Libraries & Demo, 6783
free=1; genre=Parenting, 5782
free=0; genre=Entertainment, 4403
free=0; genre=Productivity, 4009
free=0; genre=Music & Audio, 3146
free=1; genre=Comics, 3140
free=0; genre=Puzzle, 2994
free=0; genre=Sports, 2832
free=0; genre=Lifestyle, 2741
free=0; genre=Health & Fitness, 2629
free=0; genre=Travel & Local, 2509
free=0; genre=Educational, 2496
free=0; genre=Medical, 2280
free=0; genre=Arcade, 2145
free=0; genre=Adventure, 1946
free=0; genre=Casual, 1863
free=0; genre=Business, 1789
free=0; genre=Finance, 1491
free=0; genre=Action, 1477
free=0; genre=Maps & Navigation, 1456
free=0; genre=Communication, 1155
free=0; genre=Simulation, 1130
free=0; genre=Photography, 1094
free=0; genre=Role Playing, 1036
free=0; genre=Strategy, 841
free=0; genre=Art & Design, 764
free=0; genre=Board, 752
free=0; genre=Auto & Vehicles, 675
free=0; genre=Food & Drink, 631
free=0; genre=Video Players & Editors, 567
free=0; genre=Card, 554
free=0; genre=Social, 529
free=0; genre=Word, 424
free=0; genre=Trivia, 362
free=0; genre=Casino, 355
free=0; genre=Racing, 346
free=0; genre=Weather, 331
free=0; genre=Shopping, 274
free=0; genre=News & Magazines, 212
free=0; genre=Parenting, 204
free=0; genre=Music, 203
free=0; genre=House & Home, 186
free=0; genre=Comics, 162
free=0; genre=Libraries & Demo, 134
free=0; genre=Beauty, 81
free=0; genre=Events, 77
free=0; genre=Dating, 69
free=1; minInstalls=100, 682870
free=1; minInstalls=10, 535058
free=1; minInstalls=1000, 529924
free=1; minInstalls=10000, 296029
free=1; minInstalls=50, 286389
free=1; minInstalls=500, 269093
free=1; minInstalls=5000, 173859
free=1; minInstalls=5, 138560
free=1; minInstalls=1, 121027
free=1; minInstalls=100000, 120993
free=1; minInstalls=50000, 83369
free=1; minInstalls=1000000, 37999
free=1; minInstalls=500000, 29634
free=0; minInstalls=10, 22409
free=1; minInstalls=0, 21583
free=0; minInstalls=100, 18174
free=0; minInstalls=1, 17153
free=0; minInstalls=5, 9139
free=0; minInstalls=1000, 8973
free=0; minInstalls=50, 8899
free=0; minInstalls=0, 8644
free=1; minInstalls=5000000, 7780
free=1; minInstalls=10000000, 7609
free=0; minInstalls=500, 5589
free=0; minInstalls=10000, 3817
free=0; minInstalls=5000, 2560
free=1; minInstalls=50000000, 1016
free=0; minInstalls=100000, 937
free=0; minInstalls=50000, 823
free=1; minInstalls=100000000, 703
free=0; minInstalls=500000, 155
free=0; minInstalls=1000000, 112
free=1; minInstalls=500000000, 81
free=1; minInstalls=1000000000, 73
free=1; minInstalls=5000000000, 12
free=0; minInstalls=5000000, 7
free=1; minInstalls=10000000000, 7
free=0; minInstalls=10000000, 4
free=1; ratings=(-0.001, 1.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 2916111
free=0; ratings=(-0.001, 1.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 88753
free=1; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 26630
free=1; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 23297
free=1; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 17318
free=1; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 16803
free=1; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 16615
free=1; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 16247
free=1; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 14988
free=1; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 14871
free=1; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 11093
free=1; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 10405
free=1; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 10357
free=1; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(4.0, 5.0], 10084
free=1; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 9972
free=1; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 9618
free=1; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 8441
free=1; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 8122
free=1; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 7911
free=1; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 7344
free=1; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 6529
free=1; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 6449
free=1; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 6272
free=1; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 6143
free=1; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 5974
free=1; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 5522
free=1; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 5448
free=1; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 5328
free=1; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 5204
free=1; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 4865
free=1; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 4747
free=1; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 4411
free=1; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 4397
free=1; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 4396
free=1; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 4140
free=1; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 4018
free=1; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 3999
free=1; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 3607
free=1; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 3509
free=1; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 3434
free=1; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 3421
free=1; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 3398
free=1; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(4.0, 5.0], 3237
free=1; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 3135
free=1; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 3110
free=1; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 3052
free=1; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 2969
free=1; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 2853
free=1; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 2850
free=1; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(3.0, 4.0], 2552
free=1; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 2542
free=1; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 2501
free=1; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 2361
free=0; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 2302
free=1; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 2280
free=1; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 2160
free=1; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 1993
free=1; ratings=(10000.0, inf]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 1913
free=0; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 1779
free=1; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 1730
free=1; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(4.0, 5.0], 1694
free=1; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 1669
free=1; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 1603
free=1; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 1531
free=1; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 1478
free=1; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 1459
free=1; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(2.0, 3.0], 1341
free=1; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 1209
free=1; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 1174
free=1; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 1172
free=1; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 1131
free=1; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 1126
free=0; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 1101
free=1; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(2.0, 3.0], 1076
free=0; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 1075
free=1; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 1023
free=1; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 921
free=1; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 898
free=1; ratings=(10000.0, inf]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 870
free=0; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 831
free=1; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 829
free=1; ratings=(10000.0, inf]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 823
free=0; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 820
free=1; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 820
free=1; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 782
free=1; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 727
free=0; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 720
free=0; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 690
free=1; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 690
free=1; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 687
free=1; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 666
free=1; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 657
free=1; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 650
free=1; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 598
free=1; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 580
free=1; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 579
free=1; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 576
free=1; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(3.0, 4.0], 561
free=0; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 534
free=0; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 489
free=1; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 479
free=0; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 473
free=0; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 465
free=1; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 461
free=1; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(2.0, 3.0], 459
free=0; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 453
free=1; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 433
free=1; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(3.0, 4.0], 425
free=0; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 423
free=0; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 419
free=1; ratings=(10000.0, inf]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 395
free=1; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(1.0, 2.0], 382
free=1; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 359
free=1; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 359
free=1; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 358
free=0; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 342
free=1; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 321
free=0; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 318
free=1; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 302
free=1; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 289
free=0; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 287
free=0; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 275
free=0; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 268
free=0; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(4.0, 5.0], 258
free=0; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 245
free=0; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 238
free=1; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(2.0, 3.0], 228
free=0; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 217
free=1; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 217
free=0; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 214
free=1; ratings=(10000.0, inf]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 214
free=1; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 212
free=1; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(1.0, 2.0], 211
free=1; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 210
free=0; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 202
free=0; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 199
free=0; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 195
free=0; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 187
free=1; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 181
free=1; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 179
free=1; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 172
free=0; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 164
free=1; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(2.0, 3.0], 161
free=1; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 155
free=1; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 154
free=0; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 141
free=0; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 141
free=1; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 141
free=1; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 122
free=1; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 122
free=0; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(4.0, 5.0], 112
free=0; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 104
free=1; ratings=(10000.0, inf]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 99
free=1; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 99
free=1; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 98
free=0; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(4.0, 5.0], 94
free=1; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 92
free=0; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 92
free=1; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 91
free=1; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 86
free=1; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 83
free=0; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 83
free=0; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 81
free=0; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 79
free=1; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 79
free=1; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 75
free=0; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(3.0, 4.0], 74
free=0; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 71
free=1; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 71
free=0; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 70
free=0; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 68
free=1; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 67
free=1; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 66
free=0; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 65
free=1; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 64
free=1; ratings=(10000.0, inf]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 63
free=0; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 61
free=1; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 57
free=0; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 51
free=1; ratings=(10000.0, inf]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 51
free=0; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 50
free=1; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(1.0, 2.0], 48
free=0; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(4.0, 5.0], 46
free=1; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 45
free=0; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 45
free=0; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 44
free=1; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 44
free=1; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 41
free=0; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(3.0, 4.0], 41
free=0; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 40
free=0; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 39
free=0; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 39
free=1; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(1.0, 2.0], 38
free=0; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 37
free=0; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(2.0, 3.0], 36
free=0; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 36
free=0; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 36
free=0; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(2.0, 3.0], 34
free=0; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(4.0, 5.0], 33
free=0; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 32
free=1; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(2.0, 3.0], 31
free=0; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 31
free=0; ratings=(10000.0, inf]; reviews=(100.0, 1000.0]; score=(3.0, 4.0], 31
free=0; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 29
free=0; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 27
free=0; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 24
free=1; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 23
free=1; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(1.0, 2.0], 21
free=0; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 21
free=0; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 21
free=1; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 20
free=1; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 18
free=0; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 17
free=0; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 16
free=0; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(3.0, 4.0], 15
free=0; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 15
free=0; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 13
free=0; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 13
free=1; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 12
free=1; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 12
